disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
1844,,,,,5301081.25,470689.31,4735723.71,2023-11-05T00:00:00.000Z,,793594,180071204c6d8f0258f879a43bf4f16c0b7e0ce4,2023-11-05T03:42:32.355Z,e6e48e07-7c08-4c6d-813d-39bb13e43b63
1845,,,,,9045503.16,436410.39,8584903.77,2023-11-05T00:00:00.000Z,,1374399,1b0b0ae23bd1fea2d0780067aac806204c3d56d6,2023-11-05T03:42:32.355Z,9bdbc8eb-e9a9-4dad-a604-1be38f108c7c
1847,1241,5417824.37,5010124.02,407700.35,27072334.75,5608318.67,20995181.77,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,7114907,49886873c14ec3c86dd070f280fe742020de771f,2023-11-05T03:42:32.355Z,fb1c56e6-bbc3-477d-b771-3e7148df97b6
1848,,,,,12436207.3,1616896.05,10567032.73,2023-11-05T00:00:00.000Z,,2065029,30736a350e2ffb9e2ed7fd240a2df713e193cecb,2023-11-05T03:42:32.355Z,70234a7b-ddee-43f9-a825-744ec5b7d252
1849,,,,,11534817.8,1848282.71,9043559.23,2023-11-05T00:00:00.000Z,,1455392,4d78f98dafee7fd4cd3a71fb203d157a7fcfe607,2023-11-05T03:42:32.355Z,215124e0-613a-4195-b10b-8a77a8f203d1
1850,,,,,15612814.36,11771539.15,3883162.25,2023-11-05T00:00:00.000Z,,794466,a58df5f8b04ecfcdf6ad6b8aa6f0c427ad0b49dd,2023-11-05T03:42:32.355Z,28d6486e-cc9a-499f-885b-167c58c82404
1851,,,,,8931032.41,3599419.33,5299623.68,2023-11-05T00:00:00.000Z,,1308247,50f13a12c2196339e23ee2021f2112c92a3f8df5,2023-11-05T03:42:32.355Z,e6e83802-c0c2-40f6-8bb2-384198d925da
1852,,,,,2915456.44,147380.37,2766773.17,2023-11-05T00:00:00.000Z,,229235,f658c9ffb3a113dd78f29c02ba454c57de2a071d,2023-11-05T03:42:32.355Z,cb2e10d2-b5a9-4f2b-9608-0b2b613f9e71
1662,4211,12105107.36,11102170.39,1002936.97,,,,,2023-11-04T00:00:00.000Z,939730,a71d6a3ceb74e020b536d0558adb7948f5f1817e,2023-11-04T07:25:42.191Z,dbb7fd4f-1892-4f39-a6a8-cac4d6d73372
1853,,,,,4491366.48,115396.42,4342179.14,2023-11-05T00:00:00.000Z,,410465,7ae9eec2820ce89b9b851f67a8531e53db85a6d2,2023-11-05T03:42:32.355Z,2b0a2d71-497e-48c2-a77e-5d66665ebbe9
1854,,,,,6484641.68,834966.45,5443756.58,2023-11-05T00:00:00.000Z,,912871,9735ac78bd4f77bca3c730ce8b1cc7b7c7655536,2023-11-05T03:42:32.355Z,0d6fa450-03da-4ac9-8d9e-c7990b02ca7b
1855,7130,17693443.86,12307674.68,5385769.18,5883928.99,691116.89,4513565.65,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,4072594,c9f46810d8d2bd025503ac65ec87a5dc653a8dda,2023-11-05T03:42:32.355Z,4b769d71-c0b0-400e-933c-5abe8e52754e
1856,,,,,2203358.38,383569.5,1776744.36,2023-11-05T00:00:00.000Z,,185505,cf4383fd8227ef85493b1be564a22dd10b308447,2023-11-05T03:42:32.355Z,3937e1b9-4cf5-4370-94cd-b882decc1268
1857,927,4626437.19,4297309.99,329127.2,41582963.17,5359964.73,32175398.55,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,1007258,e13ef0cceb3b8c211acaf03d064c601b35fcea36,2023-11-05T03:42:32.355Z,0f4cfab6-fdeb-49a8-92d5-9157be535d85
1858,13331,58951222.09,51103383.71,7847838.38,78188645.56,7457302.56,69678333.25,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,27764486,8691edb3657bb3a823901be63b8c9df214bb72f8,2023-11-05T03:42:32.355Z,fd8fa283-e66f-4e00-8387-c6e93defc5ea
1859,4429,22780503.01,18259342,4521161.01,94144289.11,33272376.92,58867918.92,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,9822639.74,1b7099f7fdd6b713e69167d4e34cdf950d358cc3,2023-11-05T03:42:32.355Z,a505bbb1-7b6b-49e5-bb2e-6f7b54d77c32
1860,,,,,3143581.09,169848.37,2832828.06,2023-11-05T00:00:00.000Z,,463613,28f3c466ea4d35365cde1d8d65d4035890cca67f,2023-11-05T03:42:32.355Z,8631bc8d-2766-42c0-9160-425ae6a848d0
1680,132,943028.88,798183.02,144845.86,,,,,2023-11-04T00:00:00.000Z,238501,3a2bb0c50f94259a4f756b425f0c692a378aeaa4,2023-11-04T07:25:42.191Z,8696459e-38d9-4e7e-899b-11c083b6569a
1685,268,862378,699848.72,162529.28,,,,,2023-11-04T00:00:00.000Z,0,90399bb9bedab508a9ecb572ae1fd045267f0e74,2023-11-04T07:25:42.191Z,33c3c4ae-09a9-48f9-b946-d33da0c766a6
1861,,,,,15305769.72,622189.49,14604217.44,2023-11-05T00:00:00.000Z,,1217406,15b43dd72e968e46e6e75b4f767bcfd30aacdf4e,2023-11-05T03:42:32.355Z,a24fd541-8094-4e60-9270-3ab49d9518cc
1862,,,,,7711083.63,4334273.77,2961035.2,2023-11-05T00:00:00.000Z,,1071884,0e63c5db0ae1e2857166464cb8e85c48858e1296,2023-11-05T03:42:32.355Z,9e4d7539-d723-4a45-bc4f-3c7f7cf36c42
1863,,,,,6310528.42,3015956.79,3118547.95,2023-11-05T00:00:00.000Z,,631452.15,3bcae38a82016808de2629dc20b15ef9525d6b0f,2023-11-05T03:42:32.355Z,d2060791-2086-480a-8e0d-768b97119589
1864,,,,,5125804.16,161232.94,4945531,2023-11-05T00:00:00.000Z,,572187,48d3e8e037686d83a8c89c4908b9653e58658f7b,2023-11-05T03:42:32.355Z,3bbb8dd7-f8ce-4aca-8967-9490e0c97489
1690,201,916208.97,706944.53,209264.44,,,,,2023-11-04T00:00:00.000Z,0,c7274ee96c4d1d6174456ff8400e6e68edfefae1,2023-11-04T07:25:42.191Z,331a5217-8a66-4127-86e4-2b18cb350c1d
1865,,,,,3950737.77,832070.82,2805052.94,2023-11-05T00:00:00.000Z,,504725,e42c4cab08e62b0caf6dbf2ff77b9d8e3a5b4daf,2023-11-05T03:42:32.355Z,8e44a688-3e17-4572-8132-89f154f3b484
1866,,,,,4228940.04,796996.58,3157235.46,2023-11-05T00:00:00.000Z,,1485616,976a553fd24e53ec2bf5c8b3329c9481ec4e9d05,2023-11-05T03:42:32.355Z,12d2b741-12c0-4f76-8024-dc73928cf236
1867,,,,,12182946.13,1412267.55,10483649.28,2023-11-05T00:00:00.000Z,,2708545,cd76fb12980907ee53d26af464d5815b6ee0de40,2023-11-05T03:42:32.355Z,5102bf05-eeb7-49f7-8a58-bd0b9b70c3dd
1868,,,,,19988438.27,28063.66,19824316.38,2023-11-05T00:00:00.000Z,,4996596,5a39a4413ab0b99f07c37a027934c2fa9af44501,2023-11-05T03:42:32.355Z,c72fa053-3fc6-40c1-a9e0-376d52ceea02
1869,,,,,17438357.78,1107909.3,15859192.35,2023-11-05T00:00:00.000Z,,309213,631d66e5cf8157c8c519622f1d8d4bd500bd3cf0,2023-11-05T03:42:32.355Z,895a52a6-7fe8-4305-90bd-66a0b43d820e
1697,643,4865458.46,4068758.21,796700.25,,,,,2023-11-04T00:00:00.000Z,1638715,09c854becde25e7d29b32b593cbd556848b27397,2023-11-04T07:25:42.191Z,f32b18b3-3405-455f-aaf4-7c63b6c4fab7
1870,,,,,19986986.22,337196.7,18978293.77,2023-11-05T00:00:00.000Z,,1672344,044fe9632cf84c42dfda4a61ce3aba8722e10933,2023-11-05T03:42:32.355Z,11fd4cbc-792d-43f9-b85e-896ed32bedf4
1871,,,,,18885702.86,13126074.12,5293596.93,2023-11-05T00:00:00.000Z,,1746827,ed8d81ab5faeb53d425a7cc3e761fd489ab9cf8d,2023-11-05T03:42:32.355Z,a9d5b124-1573-4700-ae72-54caeb1f3088
1872,,,,,9308284.68,190531.08,9085444.01,2023-11-05T00:00:00.000Z,,1418762,41ab474a5f3efede818cc5cfd873bd18154ef524,2023-11-05T03:42:32.355Z,6073c2b8-d9a7-4abe-99ef-313642a9c38c
1873,,,,,13737974.24,13590235.23,147739.01,2023-11-05T00:00:00.000Z,,412057.48,9183c649101acb632fa6bf0c435d6cbf9474b152,2023-11-05T03:42:32.355Z,9a020eaf-798f-4400-a88c-60d33fccc6a0
1874,,,,,22887905.74,21001197.77,928081.94,2023-11-05T00:00:00.000Z,,4308099,e9ce7978498b33d00b7effac7a7c50c68c7a0bf0,2023-11-05T03:42:32.355Z,dcbe5436-3de0-4be3-ab04-abc4e735434a
3595,,,,,,,,,,,7fb9b9431e103b8fd5d854a85e5890e67eeaa088,2023-07-11T23:02:38.706Z,46d14ecb-9523-4d27-9852-dbca6a61e168
3598,,,,,,,,,,,3f67a437d205d7a68e6644830161a07a454af5b1,2023-09-15T23:02:44.023Z,592a561c-ba07-4811-846d-17edb57428aa
1875,,,,,24581512.14,24433079.68,,2023-11-05T00:00:00.000Z,,3397069,288f8ad35bac2cc9efb4671cc3e30465165a3621,2023-11-05T03:42:32.355Z,bddbba5e-e567-44ff-9a76-d22735b96799
1876,,,,,18085951.67,5487552.17,12233957.76,2023-11-05T00:00:00.000Z,,3177806.11,d6fd5bc8cfe5429a9b668dc3f30b5ec877e2ba84,2023-11-05T03:42:32.355Z,f8a0ec05-272e-4347-a173-0d281268d82b
1877,,,,,5996437.44,2749347.17,2986321.27,2023-11-05T00:00:00.000Z,,1505411,48d6d27531d13bc329da798ab95b75b8491751ff,2023-11-05T03:42:32.355Z,a1e6c2d6-f9e9-4719-8d97-c347a317b7d8
1878,,,,,6577021.37,3133357.82,3340563.19,2023-11-05T00:00:00.000Z,,54775,51db437d6c8b72bef9651cf61020862d059a26c9,2023-11-05T03:42:32.355Z,f843cca8-384a-4a25-a83c-01da6494e0cf
1879,,,,,12773947.54,112691.04,12518072.96,2023-11-05T00:00:00.000Z,,992229,699eec11587a653a119578b7303a8b3071e0e763,2023-11-05T03:42:32.355Z,6d3a927d-53bc-4018-9af1-01eeb881ea6d
1880,,,,,84281914.59,5984834.17,77280358.34,2023-11-05T00:00:00.000Z,,21711154,8b1cfd6cd7d0810d3ed46c14c205cf71b1fe16d8,2023-11-05T03:42:32.355Z,943ef1a7-5284-4774-901b-1908bc618047
1881,,,,,2944843.15,2914471.35,35055.01,2023-11-05T00:00:00.000Z,,255138,0c185dd643808e9fd85392ed5c6b60f8dd627fc3,2023-11-05T03:42:32.355Z,7de326c3-33df-4074-abad-45e98fc66b8b
1882,,,,,3536705.06,3536705.01,0,2023-11-05T00:00:00.000Z,,0,d6ede794414190fe000be5262e25b7d31804106c,2023-11-05T03:42:32.355Z,ebf7545d-cef4-46a9-8ecd-d2aae4d49088
1883,,,,,118162678.93,18463782.92,97604362.25,2023-11-05T00:00:00.000Z,,11516711.19,3f241145cb46e9e080ef1aa85e808db1bb9e820e,2023-11-05T03:42:32.355Z,fe7b559d-8d52-4ee4-a32a-f178770bb564
1884,,,,,28014674.09,7457446.19,19002709.49,2023-11-05T00:00:00.000Z,,7574086,da859244adbcc1077a2a0e3e1d232291ea22d1f5,2023-11-05T03:42:32.355Z,85c8dbe7-9bf6-4157-9c99-68febe045d11
1885,,,,,15069225.02,609559.78,13830000.89,2023-11-05T00:00:00.000Z,,2350354,99b5487b255bdf2b5dae82702e9621b93cdd5afa,2023-11-05T03:42:32.355Z,d1b4b2b9-f827-4ebd-9f0f-08718533c5e2
1886,,,,,874502.99,494573.42,365872.61,2023-11-05T00:00:00.000Z,,186548,8395b4be1da497f6709f2889d26e9f06d56c2a2f,2023-11-05T03:42:32.355Z,fa1b4eb5-435e-410a-bc94-005dee83dbaa
1887,,,,,49059867.72,10667443.86,37848913.93,2023-11-05T00:00:00.000Z,,9243656,0a8a118559a00613973061e25e8baea17fddd70b,2023-11-05T03:42:32.355Z,de80e67a-b1f9-4c86-bc3c-09889315a4b4
1888,,,,,6758660.48,2873776.4,3526341.04,2023-11-05T00:00:00.000Z,,1046453.3,cf4b15cc2a2e081e693b59e3c7a34094ca3dbea2,2023-11-05T03:42:32.355Z,eec4d83e-692b-43b1-b56f-6bdc99006310
1889,,,,,14025375.64,13675672.08,349703.56,2023-11-05T00:00:00.000Z,,2004623,1864ca50216d9797ed18283904783ee34979b2b4,2023-11-05T03:42:32.355Z,2511e5dd-39dc-499c-b79d-79fe1887a1ba
1890,,,,,7638439.83,5962927.88,1647693.95,2023-11-05T00:00:00.000Z,,0,a9c9328ad7620fb53429b604ab037c73880759c3,2023-11-05T03:42:32.355Z,7913418e-4ebf-49df-acc1-4a549451ef6f
1891,,,,,5295215.58,2994439.09,2296845.57,2023-11-05T00:00:00.000Z,,224743,81a83ba852a4afb80d0521d3d2187aa6ccbb6cc5,2023-11-05T03:42:32.355Z,d2ec27f9-9f24-4264-82ec-6c6f81c622e1
1892,,,,,6841093.22,3508574.92,3330433.2,2023-11-05T00:00:00.000Z,,894520,b801916a263d0fcbb56b76566713e7d5e6bf7543,2023-11-05T03:42:32.355Z,0a918cbd-cb77-45b8-ab35-deea9ba491f1
1893,1115,4373420.87,4052960.37,320460.5,5802632.98,685746.08,5090363.81,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,1057567,e2ce6252abaf98166a03738820c4069a3f44d7c5,2023-11-05T03:42:32.355Z,4f1ff3ab-5fba-44e6-8533-2729fd8a5eb9
1722,557,1658875.8,1436946.52,221929.28,,,,,2023-11-04T00:00:00.000Z,159288,8f6d505a8bd6ae4480fd9b50b43a68682a587cdd,2023-11-04T07:25:42.191Z,7f742e59-ff9a-4452-9a58-97490c37f4aa
1894,14743,37132716.72,33983726.63,3148990.09,25963715.03,6402863.88,19313520.76,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,2197433,d921798913e011565f00edeb8e7cfffb1b978435,2023-11-05T03:42:32.355Z,923cf185-cd61-4c7a-b92f-97856316fb40
1895,27602,58954565.86,56928024.52,2026541.34,25084370.59,12005581.82,12858213.19,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,10934664.95,ea901cbfb555d096d994293a2e13511bc803f46c,2023-11-05T03:42:32.355Z,d1a14dfb-35bf-404b-a3b8-ab000c0509aa
1724,2000,5101498.73,4314722.41,786776.32,,,,,2023-11-04T00:00:00.000Z,243792,3a2b5e8078364743af715bb7596b375db4cfa342,2023-11-04T07:25:42.191Z,8ba4fa24-15ab-4125-a938-c41cc2cb3c0a
1896,,,,,9201061.54,7699691.39,1449413.9,2023-11-05T00:00:00.000Z,,208855,4a3a63b621ec805b96e639e1e28ab754a6d1d9c5,2023-11-05T03:42:32.355Z,618b9b40-24bf-45aa-900c-833e7cf33f98
1897,6709,16839844.02,15323835.76,1516008.26,31525292.67,17244437.8,13437260.92,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,8070040.93,f58969daab6b870f201f871ae2418c29420afece,2023-11-05T03:42:32.355Z,d3596d69-2ec2-46b1-be0a-13abd44ef282
1730,767,4461751.16,3627169.48,834581.68,,,,,2023-11-04T00:00:00.000Z,454660,9dbd795da7149a661862f71cab3a11534a3a7eb3,2023-11-04T07:25:42.191Z,bca9385c-9d96-4aff-af48-53e913615ea4
5392,,,,,,,,,,598133.95,78e075c8d5eed5f2d5cedb7fab1187e348d38bbc,2023-10-11T22:02:28.726Z,43cfd77d-3327-41f5-a3e0-ef89c6da7fb2
1898,,,,,44167865.22,43098114.71,472495.05,2023-11-05T00:00:00.000Z,,4954255,38defd30f3ddf796eacd7d4eda22a817e23f3701,2023-11-05T03:42:32.355Z,d241ef3d-f8e6-4f1c-a6bd-251d61daa072
1899,,,,,87911844.27,68534479.64,16630163.72,2023-11-05T00:00:00.000Z,,14575777,9a4f8a2af7157a02a39cb9b3e1975fb7ea5e5cec,2023-11-05T03:42:32.355Z,e1ccea07-0759-4269-a153-3c6442b8e7b0
1900,,,,,12721044.7,3924565.83,8451254.62,2023-11-05T00:00:00.000Z,,1807555,c53b849747985d4056c67dc2efa38883bbd95251,2023-11-05T03:42:32.355Z,066b14be-7091-4389-bcff-6e341ec664ca
1901,,,,,26651652.74,2688684.29,23791745.3,2023-11-05T00:00:00.000Z,,2836942,bf2a74a9c7936e7c0d2abd7ffa705a5e717f09d6,2023-11-05T03:42:32.355Z,cd06a113-988f-4feb-8972-4fa2682f1c78
1902,,,,,3112391.72,84434.32,2980646.75,2023-11-05T00:00:00.000Z,,23471,4e19ea913de517ee205cd7dd3c36885e22375cac,2023-11-05T03:42:32.355Z,e1123841-0993-40a5-a928-a398b0187941
1903,,,,,3302658.43,3195592.7,108699.81,2023-11-05T00:00:00.000Z,,372956,c99315d6afe6677df70fbb7e89249cfd9ff0a1d5,2023-11-05T03:42:32.355Z,75ccb7d1-cf3c-4bca-983e-034f8792a8b7
1904,2364,5283702.22,4941144.26,342557.96,9398848.44,3791545.17,5289868.47,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,683397,ac7dde68ed5541634795d3207829ed2ef48fa514,2023-11-05T03:42:32.355Z,b21d7dfa-0eda-42f8-be3f-5c5fd6dc5a79
1905,,,,,27888157.43,22477506.98,4595584.54,2023-11-05T00:00:00.000Z,,3401021,8038a376a66bb2e0988ef162c8e630de2e3696b0,2023-11-05T03:42:32.355Z,06d76d34-c227-4c00-a5f1-34fb38ed9fff
1906,576,4273071.42,3672435.69,600635.73,5648118.08,1734213.42,3693711.26,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,1874578,17ff562462c4162d1d00528e38c11704b8738371,2023-11-05T03:42:32.355Z,525152f0-db8d-4d1d-a4ec-eb7858edd7e3
1732,2999,4922508.64,4122801.46,799707.18,,,,,2023-11-04T00:00:00.000Z,802654,02c40d7e70bd53eb3b528145fccb67a8a5a26f6c,2023-11-04T07:25:42.191Z,c39daf73-8be3-4470-b107-3f1fda3a2af7
1907,,,,,19679317.4,2022028.66,15871712.34,2023-11-05T00:00:00.000Z,,58901,36e099d21983331654143b58833a42a357d15769,2023-11-05T03:42:32.355Z,883109ad-ee2c-44ed-a5e1-ccb172a661c9
1908,301,1549737.37,1271585.7,278151.67,7358685.38,5139044.56,2016055.82,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,931412,0d1fc2e39205baf2c1af1a3838f12d55999d1fd6,2023-11-05T03:42:32.355Z,48070c47-e216-4e67-8aa7-5f7a6ae67e41
1909,30169,169303511.72,146829691.09,22473820.63,230459925.25,61275639.78,162971213.47,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,64806420.55,e8a227483c30bd762700127fd995d036052c0d91,2023-11-05T03:42:32.355Z,ac52a0c7-ea0b-41a8-8f00-29de8f28b027
1910,,,,,59386940.85,55541372.77,3798837.29,2023-11-05T00:00:00.000Z,,5042587,75b8756acbfc5bf61e97460e0b8a56be116b7d98,2023-11-05T03:42:32.355Z,31296ba2-71cb-4223-917d-253650822d8d
1911,,,,,26687516.62,2482997.77,22948703.39,2023-11-05T00:00:00.000Z,,2477129.75,b3033025e5e5932531f28ef02c3146fae86f0337,2023-11-05T03:42:32.355Z,7a7db3de-ad31-47af-b1e7-5f29cea1407d
1912,4258,20784629.22,17774255.03,3010374.19,22537694.93,2124005.07,19878091.74,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,7554240.74,d0c06aad76d057458c977b0d0f96cc49eae4a82d,2023-11-05T03:42:32.355Z,30a2f074-bc94-4eae-8894-75bc956edf4b
1913,,,,,2489369.98,405170.18,2081702.18,2023-11-05T00:00:00.000Z,,402888,afd0b262bef826dd899e9a33a536e8e000fafa25,2023-11-05T03:42:32.355Z,d4d23bfb-7b42-40e0-a325-81d0e94e1960
1914,,,,,1862942.69,332136.52,1524356.34,2023-11-05T00:00:00.000Z,,418576,9d097ed7c4a0d5cff853ba564491e1596c6b107d,2023-11-05T03:42:32.355Z,830554f5-8515-4fd8-970c-001974d4c649
1915,,,,,21498619.82,6370181,14770906.73,2023-11-05T00:00:00.000Z,,2780704,3d7d00d38d94bde2a0e3f7a1764141c1ca364f4e,2023-11-05T03:42:32.355Z,f77d5fdc-9837-4887-bbbb-dd70cefb08eb
1916,228,1320029.19,843762.76,476266.43,7246904.42,963871.16,5983741.49,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,1308289.37,54e656ca31264fd6c68683965d98a46cb107becc,2023-11-05T03:42:32.355Z,20853c1f-7984-4d4a-983a-8afb0defe2c6
1917,443,2733258.17,2425506.08,307752.09,6414974.86,2463004.33,3831516.83,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,2081508.77,0b0ec02cfd937757786d2be8ff3089be6f02f63f,2023-11-05T03:42:32.355Z,4bda515c-49b7-4ce4-9c22-cf69a933bc52
1918,1511,5733945.27,5357251.61,376693.66,5659644.93,1263814.86,4384380.61,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,963402,8e0d126ae38d1afc50a404fcadc6ec61e5744322,2023-11-05T03:42:32.355Z,85be2b79-ec16-43ba-8d26-69b3ae64d33e
1919,,,,,4712458.08,198341.92,4360395.62,2023-11-05T00:00:00.000Z,,434136,fcfe4b7bcc83503752dbe017e83f608af8608b12,2023-11-05T03:42:32.355Z,9867f53e-bd9c-455a-bfb8-7eece1a78f3a
5479,,,,,,,,,,0,e6882d4dfcfc1c0060c7f2f764d59a7ab89bf94c,2023-08-21T23:03:32.831Z,720c7149-311e-4591-84a4-2c4bda853da7
5482,,,,,,,,,,0,14d0532ef78ae135ff3e14efd54842e1ec733ef9,2023-08-24T23:03:26.455Z,57226a88-b11a-47e7-a956-7590e182461b
1240,,,,,,,,,,3479614,6c9499bb942aa6f48aa6414f01488e3a613b2fa8,2023-11-05T00:43:37.615Z,cac550d6-6a3e-4174-8a27-3f7ab35e06bb
5480,,,,,,,,,,0,4d0b02d66fee3e4b6708c70d284aadbeb2f50cbe,2023-08-21T23:03:32.831Z,a5838cbf-7d66-42d9-b848-d58cb712ffc1
5481,,,,,,,,,,0,ccd90f6f3c83d696c79c595a9ce5ce15d1c812d3,2023-08-21T23:03:32.831Z,84af6bd8-dc2e-4e56-a3a0-11b287a74559
1242,,,,,,,,,,1514019,7d3a5bfb433a00e4a4f9bc4d39f4f7d7420d388a,2023-11-05T00:43:37.615Z,7e476fa3-3542-473c-ba68-a4f5822642c8
1920,,,,,1258988.51,138347.12,1120246.78,2023-11-05T00:00:00.000Z,,155861,0d19f97ff2d2b7f139057b5f123f5924af9b72fe,2023-11-05T03:42:32.355Z,6501be78-ca93-4723-9097-fdd01ae1b086
1921,,,,,13066488.27,4017683.47,8638358.27,2023-11-05T00:00:00.000Z,,2374487,9fb93ffa0c1b9475871158feb5620bc0727a8dca,2023-11-05T03:42:32.355Z,d544e8f4-661b-47ef-ad70-8bfab5167b89
5483,,,,,,,,,,0,6a04e492d0a73e192af4614db17fcdef1c6e1f59,2023-08-24T23:03:26.455Z,db1badb1-738d-4fac-8fd4-b87c37ac6675
1922,,,,,12373472.43,3014643.17,9358799.27,2023-11-05T00:00:00.000Z,,3963820.89,246a91c054b7645692ed834a5da14a6e7bbc3479,2023-11-05T03:42:32.355Z,81f3c0bb-f4fb-4e77-b1d2-a56062ec5ed2
1923,,,,,3004023.04,1728655.15,1245722.67,2023-11-05T00:00:00.000Z,,64912,0c942ff9bad85fb9cd4e6e6814a8d85b10257e6e,2023-11-05T03:42:32.355Z,a131002f-2034-4388-9d89-fb837c05480b
1924,,,,,49926354.5,2567255.04,46878425.53,2023-11-05T00:00:00.000Z,,1234417,81ec96e7ef3be25c2143a8a8b81e2b1d24f5e1e1,2023-11-05T03:42:32.355Z,27d5ad5b-3555-452e-be1a-e1be91722497
1925,1624,10602928.54,9705873.5,897055.04,5930565.92,1577960.8,4144901.42,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,2821027.04,7b07bf9ab0ed1816acd53e024a7acf1d8a7373db,2023-11-05T03:42:32.355Z,0e54e8af-f52b-4b2b-8aeb-eef3d6a0f344
1243,,,,,,,,,,580602,095b3d62380a51ce135e8fc1ca1cde8be09e3436,2023-11-05T00:43:37.615Z,ad6b15f6-41c9-48a5-950a-56f187916144
1926,,,,,3383812.1,254006,3015914.1,2023-11-05T00:00:00.000Z,,541078.83,9a9b3e2bb4e6e5ef2d07ea0063b8ff2d411886cb,2023-11-05T03:42:32.355Z,7b83c25c-d4e7-4251-afb3-4f6c1a26f7ab
1927,,,,,2515039.14,127028.91,2185224.33,2023-11-05T00:00:00.000Z,,223662,4716b8e1daa05b8b716752059016a88d5ead9ea3,2023-11-05T03:42:32.355Z,00e84b3a-3590-41ec-8452-b2b6c6bc6812
1747,917,4800659.42,3951572.59,849086.83,,,,,2023-11-04T00:00:00.000Z,493658,e48ba1dd5c542a719a8e76b6ccaf2c26547e7a8f,2023-11-04T07:25:42.191Z,af7a274a-bca0-45e3-b38c-a4ea04d89be5
1928,,,,,3008481.95,263431.93,2608541.86,2023-11-05T00:00:00.000Z,,2454493,420131a0e7727ef16d4f1c889b33f074f2d777f2,2023-11-05T03:42:32.355Z,2404d22a-7056-402a-b3d6-dae5540de694
1244,,,,,,,,,,2801027,38be7fc9fca553f8ed418efe7c4de9890f10af42,2023-11-05T00:43:37.615Z,53ab9a03-0db2-43d6-b02f-8581fe762036
1245,,,,,,,,,,2204299,b6b5d38f2779703443800ae3706126130918e70a,2023-11-05T00:43:37.615Z,ad9883a7-067c-4f5f-9ede-b982ebcefc18
1929,,,,,666648.61,50947.14,609797.68,2023-11-05T00:00:00.000Z,,112780,0371cf4bf4a51d8e017b9f5d64ebd1c5bb32b4f1,2023-11-05T03:42:32.355Z,c1ac1410-2d16-400f-88f6-f1fe45d65d5a
1246,,,,,,,,,,7197142,f2c2e07ff53bd1a62f5700a8c2eaada167bc2322,2023-11-05T00:43:37.615Z,25bbfe04-bf77-40e8-b627-b9993e9686a9
1930,8652,26438629.85,23938991.35,2499638.5,52178015.97,10928262.85,38962295.96,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,15487774,14669ee1e37466607c39b1b2d3e184856e2c6ab3,2023-11-05T03:42:32.355Z,283daed6-f1f9-4ed2-bf6a-8a26d978acbf
1247,,,,,,,,,,220712228,66d1ee89d9a8f831f293a146f627aaf2e38820a8,2023-11-05T00:43:37.615Z,b25605f4-9ed3-4b1f-8a44-3fc4b52de9bc
1248,,,,,,,,,,996958,ccb8b9205fb6dd4f946ce78c901099cbbdef98eb,2023-11-05T00:43:37.615Z,54d81842-1d77-4859-a579-55430d134935
1931,2617,10259307.7,8273536.99,1985770.71,19746564.26,11650760.51,7391922.75,2023-11-05T00:00:00.000Z,2023-11-04T00:00:00.000Z,2695875,5935ce2740518510b8e262c9ca0300370cae6496,2023-11-05T03:42:32.355Z,050e2c65-78a0-4b2f-baa6-6863fefe8dad
1932,,,,,7384786.3,681066.07,6227277.36,2023-11-05T00:00:00.000Z,,990370,95935a70497835ca3c94ddce6cd539b48564a254,2023-11-05T03:42:32.355Z,0b3b030b-37ba-467d-94f5-6dcf36fb4fc3
1753,250,1598081.52,1371741.06,226340.46,,,,,2023-11-04T00:00:00.000Z,116373,91d8b97541cbb5de09bfb534a34a48be946cedbc,2023-11-04T07:25:42.191Z,532a75eb-d181-4057-af3c-a45039f14007
